timestamp,zone,count
2025-08-30T08:25:37.797677,Gate A,177
2025-08-30T08:25:37.797677,Gate B,173
2025-08-30T08:25:37.797677,Gate C,57
2025-08-30T08:25:37.797677,Gate D,25
2025-08-30T08:25:38.798592,Gate A,179
2025-08-30T08:25:38.798592,Gate B,165
2025-08-30T08:25:38.798592,Gate C,49
2025-08-30T08:25:38.798592,Gate D,15
2025-08-30T08:25:39.800100,Gate A,177
2025-08-30T08:25:39.800100,Gate B,155
2025-08-30T08:25:39.800100,Gate C,39
2025-08-30T08:25:39.800100,Gate D,14
2025-08-30T08:25:40.800997,Gate A,188
2025-08-30T08:25:40.800997,Gate B,161
2025-08-30T08:25:40.800997,Gate C,39
2025-08-30T08:25:40.800997,Gate D,15
2025-08-30T08:25:41.801871,Gate A,197
2025-08-30T08:25:41.801871,Gate B,161
2025-08-30T08:25:41.801871,Gate C,40
2025-08-30T08:25:41.801871,Gate D,6
2025-08-30T08:25:42.803177,Gate A,201
2025-08-30T08:25:42.803177,Gate B,156
2025-08-30T08:25:42.803177,Gate C,46
2025-08-30T08:25:42.803177,Gate D,11
2025-08-30T08:25:43.804060,Gate A,200
2025-08-30T08:25:43.804060,Gate B,151
2025-08-30T08:25:43.804060,Gate C,36
2025-08-30T08:25:43.804060,Gate D,2
2025-08-30T08:25:44.868691,Gate A,190
2025-08-30T08:25:44.868691,Gate B,161
2025-08-30T08:25:44.868691,Gate C,37
2025-08-30T08:25:44.868691,Gate D,0
2025-08-30T08:25:45.876518,Gate A,191
2025-08-30T08:25:45.876518,Gate B,161
2025-08-30T08:25:45.876518,Gate C,27
2025-08-30T08:25:45.876518,Gate D,0
2025-08-30T08:25:46.877477,Gate A,202
2025-08-30T08:25:46.877477,Gate B,158
2025-08-30T08:25:46.877477,Gate C,31
2025-08-30T08:25:46.877477,Gate D,0
2025-08-30T08:25:47.878167,Gate A,205
2025-08-30T08:25:47.878167,Gate B,162
2025-08-30T08:25:47.878167,Gate C,23
2025-08-30T08:25:47.878167,Gate D,0
2025-08-30T08:25:48.878947,Gate A,196
2025-08-30T08:25:48.878947,Gate B,162
2025-08-30T08:25:48.878947,Gate C,35
2025-08-30T08:25:48.878947,Gate D,0
2025-08-30T08:25:49.880094,Gate A,206
2025-08-30T08:25:49.880094,Gate B,170
2025-08-30T08:25:49.880094,Gate C,25
2025-08-30T08:25:49.880094,Gate D,0
2025-08-30T08:25:50.881156,Gate A,199
2025-08-30T08:25:50.881156,Gate B,164
2025-08-30T08:25:50.881156,Gate C,16
2025-08-30T08:25:50.881156,Gate D,0
2025-08-30T08:25:51.882361,Gate A,192
2025-08-30T08:25:51.882361,Gate B,172
2025-08-30T08:25:51.882361,Gate C,18
2025-08-30T08:25:51.882361,Gate D,4
2025-08-30T08:25:52.882807,Gate A,197
2025-08-30T08:25:52.882807,Gate B,172
2025-08-30T08:25:52.882807,Gate C,13
2025-08-30T08:25:52.882807,Gate D,0
2025-08-30T08:25:53.883805,Gate A,206
2025-08-30T08:25:53.883805,Gate B,165
2025-08-30T08:25:53.883805,Gate C,20
2025-08-30T08:25:53.883805,Gate D,0
2025-08-30T08:25:54.884994,Gate A,207
2025-08-30T08:25:54.884994,Gate B,158
2025-08-30T08:25:54.884994,Gate C,28
2025-08-30T08:25:54.884994,Gate D,0
2025-08-30T08:25:55.886089,Gate A,205
2025-08-30T08:25:55.886089,Gate B,170
2025-08-30T08:25:55.886089,Gate C,34
2025-08-30T08:25:55.886089,Gate D,0
2025-08-30T08:25:56.887130,Gate A,211
2025-08-30T08:25:56.887130,Gate B,162
2025-08-30T08:25:56.887130,Gate C,31
2025-08-30T08:25:56.887130,Gate D,4
2025-08-30T08:25:57.888118,Gate A,207
2025-08-30T08:25:57.888118,Gate B,166
2025-08-30T08:25:57.888118,Gate C,32
2025-08-30T08:25:57.888118,Gate D,3
2025-08-30T08:25:58.889562,Gate A,210
2025-08-30T08:25:58.889562,Gate B,158
2025-08-30T08:25:58.889562,Gate C,26
2025-08-30T08:25:58.889562,Gate D,2
2025-08-30T08:25:59.890582,Gate A,200
2025-08-30T08:25:59.890582,Gate B,151
2025-08-30T08:25:59.890582,Gate C,38
2025-08-30T08:25:59.890582,Gate D,0
2025-08-30T08:26:00.891232,Gate A,195
2025-08-30T08:26:00.891232,Gate B,157
2025-08-30T08:26:00.891232,Gate C,47
2025-08-30T08:26:00.891232,Gate D,6
2025-08-30T08:26:01.892312,Gate A,191
2025-08-30T08:26:01.892312,Gate B,156
2025-08-30T08:26:01.892312,Gate C,40
2025-08-30T08:26:01.892312,Gate D,12
2025-08-30T08:26:02.893363,Gate A,185
2025-08-30T08:26:02.893363,Gate B,168
2025-08-30T08:26:02.893363,Gate C,51
2025-08-30T08:26:02.893363,Gate D,20
2025-08-30T08:26:03.894568,Gate A,190
2025-08-30T08:26:03.894568,Gate B,165
2025-08-30T08:26:03.894568,Gate C,58
2025-08-30T08:26:03.894568,Gate D,29
2025-08-30T08:26:04.895420,Gate A,182
2025-08-30T08:26:04.895420,Gate B,174
2025-08-30T08:26:04.895420,Gate C,69
2025-08-30T08:26:04.895420,Gate D,36
2025-08-30T08:26:05.896698,Gate A,176
2025-08-30T08:26:05.896698,Gate B,169
2025-08-30T08:26:05.896698,Gate C,73
2025-08-30T08:26:05.896698,Gate D,26
2025-08-30T08:26:06.897550,Gate A,186
2025-08-30T08:26:06.897550,Gate B,160
2025-08-30T08:26:06.897550,Gate C,81
2025-08-30T08:26:06.897550,Gate D,18
2025-08-30T08:26:07.899536,Gate A,187
2025-08-30T08:26:07.899536,Gate B,168
2025-08-30T08:26:07.899536,Gate C,79
2025-08-30T08:26:07.899536,Gate D,27
2025-08-30T08:26:08.900454,Gate A,177
2025-08-30T08:26:08.900454,Gate B,179
2025-08-30T08:26:08.900454,Gate C,75
2025-08-30T08:26:08.900454,Gate D,35
2025-08-30T08:26:09.901473,Gate A,185
2025-08-30T08:26:09.901473,Gate B,173
2025-08-30T08:26:09.901473,Gate C,85
2025-08-30T08:26:09.901473,Gate D,40
2025-08-30T08:26:10.902457,Gate A,184
2025-08-30T08:26:10.902457,Gate B,179
2025-08-30T08:26:10.902457,Gate C,88
2025-08-30T08:26:10.902457,Gate D,32
2025-08-30T08:26:11.903096,Gate A,177
2025-08-30T08:26:11.903096,Gate B,182
2025-08-30T08:26:11.903096,Gate C,94
2025-08-30T08:26:11.903096,Gate D,38
2025-08-30T08:26:12.904218,Gate A,167
2025-08-30T08:26:12.904218,Gate B,183
2025-08-30T08:26:12.904218,Gate C,85
2025-08-30T08:26:12.904218,Gate D,44
2025-08-30T08:26:13.905106,Gate A,164
2025-08-30T08:26:13.905106,Gate B,173
2025-08-30T08:26:13.905106,Gate C,92
2025-08-30T08:26:13.905106,Gate D,51
2025-08-30T08:26:14.905902,Gate A,156
2025-08-30T08:26:14.905902,Gate B,166
2025-08-30T08:26:14.905902,Gate C,92
2025-08-30T08:26:14.905902,Gate D,53
2025-08-30T08:26:15.907085,Gate A,156
2025-08-30T08:26:15.907085,Gate B,161
2025-08-30T08:26:15.907085,Gate C,98
2025-08-30T08:26:15.907085,Gate D,64
2025-08-30T08:26:16.908078,Gate A,151
2025-08-30T08:26:16.908078,Gate B,162
2025-08-30T08:26:16.908078,Gate C,98
2025-08-30T08:26:16.908078,Gate D,56
2025-08-30T08:26:17.909235,Gate A,160
2025-08-30T08:26:17.909235,Gate B,155
2025-08-30T08:26:17.909235,Gate C,102
2025-08-30T08:26:17.909235,Gate D,61
2025-08-30T08:26:18.910204,Gate A,169
2025-08-30T08:26:18.910204,Gate B,156
2025-08-30T08:26:18.910204,Gate C,96
2025-08-30T08:26:18.910204,Gate D,61
2025-08-30T08:26:19.911153,Gate A,169
2025-08-30T08:26:19.911153,Gate B,168
2025-08-30T08:26:19.911153,Gate C,103
2025-08-30T08:26:19.911153,Gate D,58
2025-08-30T08:26:20.912194,Gate A,180
2025-08-30T08:26:20.912194,Gate B,162
2025-08-30T08:26:20.912194,Gate C,112
2025-08-30T08:26:20.912194,Gate D,68
2025-08-30T08:26:21.913102,Gate A,177
2025-08-30T08:26:21.913102,Gate B,164
2025-08-30T08:26:21.913102,Gate C,121
2025-08-30T08:26:21.913102,Gate D,72
2025-08-30T08:26:22.914136,Gate A,171
2025-08-30T08:26:22.914136,Gate B,172
2025-08-30T08:26:22.914136,Gate C,128
2025-08-30T08:26:22.914136,Gate D,81
2025-08-30T08:26:23.915026,Gate A,166
2025-08-30T08:26:23.915026,Gate B,176
2025-08-30T08:26:23.915026,Gate C,120
2025-08-30T08:26:23.915026,Gate D,90
2025-08-30T08:26:24.916293,Gate A,170
2025-08-30T08:26:24.916293,Gate B,177
2025-08-30T08:26:24.916293,Gate C,118
2025-08-30T08:26:24.916293,Gate D,102
2025-08-30T08:26:25.917316,Gate A,166
2025-08-30T08:26:25.917316,Gate B,183
2025-08-30T08:26:25.917316,Gate C,124
2025-08-30T08:26:25.917316,Gate D,99
2025-08-30T08:26:26.918228,Gate A,171
2025-08-30T08:26:26.918228,Gate B,190
2025-08-30T08:26:26.918228,Gate C,125
2025-08-30T08:26:26.918228,Gate D,107
2025-08-30T08:26:27.918724,Gate A,172
2025-08-30T08:26:27.918724,Gate B,185
2025-08-30T08:26:27.918724,Gate C,137
2025-08-30T08:26:27.918724,Gate D,102
2025-08-30T08:26:28.919550,Gate A,168
2025-08-30T08:26:28.919550,Gate B,192
2025-08-30T08:26:28.919550,Gate C,137
2025-08-30T08:26:28.919550,Gate D,96
2025-08-30T08:26:29.920229,Gate A,169
2025-08-30T08:26:29.920229,Gate B,190
2025-08-30T08:26:29.920229,Gate C,142
2025-08-30T08:26:29.920229,Gate D,107
2025-08-30T08:26:30.921656,Gate A,171
2025-08-30T08:26:30.921656,Gate B,187
2025-08-30T08:26:30.921656,Gate C,132
2025-08-30T08:26:30.921656,Gate D,104
2025-08-30T08:26:31.922723,Gate A,164
2025-08-30T08:26:31.922723,Gate B,183
2025-08-30T08:26:31.922723,Gate C,123
2025-08-30T08:26:31.922723,Gate D,113
2025-08-30T08:26:32.923354,Gate A,155
2025-08-30T08:26:32.923354,Gate B,189
2025-08-30T08:26:32.923354,Gate C,135
2025-08-30T08:26:32.923354,Gate D,119
2025-08-30T08:26:33.924357,Gate A,158
2025-08-30T08:26:33.924357,Gate B,201
2025-08-30T08:26:33.924357,Gate C,139
2025-08-30T08:26:33.924357,Gate D,131
2025-08-30T08:26:34.925264,Gate A,156
2025-08-30T08:26:34.925264,Gate B,198
2025-08-30T08:26:34.925264,Gate C,130
2025-08-30T08:26:34.925264,Gate D,124
2025-08-30T08:26:35.926059,Gate A,153
2025-08-30T08:26:35.926059,Gate B,196
2025-08-30T08:26:35.926059,Gate C,136
2025-08-30T08:26:35.926059,Gate D,116
2025-08-30T08:26:36.927019,Gate A,152
2025-08-30T08:26:36.927019,Gate B,205
2025-08-30T08:26:36.927019,Gate C,129
2025-08-30T08:26:36.927019,Gate D,125
2025-08-30T08:26:37.928026,Gate A,162
2025-08-30T08:26:37.928026,Gate B,210
2025-08-30T08:26:37.928026,Gate C,119
2025-08-30T08:26:37.928026,Gate D,125
2025-08-30T08:26:38.929572,Gate A,173
2025-08-30T08:26:38.929572,Gate B,201
2025-08-30T08:26:38.929572,Gate C,109
2025-08-30T08:26:38.929572,Gate D,128
2025-08-30T08:26:39.930959,Gate A,180
2025-08-30T08:26:39.930959,Gate B,211
2025-08-30T08:26:39.930959,Gate C,113
2025-08-30T08:26:39.930959,Gate D,138
2025-08-30T08:26:40.932148,Gate A,172
2025-08-30T08:26:40.932148,Gate B,216
2025-08-30T08:26:40.932148,Gate C,115
2025-08-30T08:26:40.932148,Gate D,149
2025-08-30T08:26:41.932957,Gate A,165
2025-08-30T08:26:41.932957,Gate B,219
2025-08-30T08:26:41.932957,Gate C,111
2025-08-30T08:26:41.932957,Gate D,140
2025-08-30T08:26:42.933879,Gate A,177
2025-08-30T08:26:42.933879,Gate B,229
2025-08-30T08:26:42.933879,Gate C,106
2025-08-30T08:26:42.933879,Gate D,133
2025-08-30T08:26:43.934826,Gate A,175
2025-08-30T08:26:43.934826,Gate B,240
2025-08-30T08:26:43.934826,Gate C,177
2025-08-30T08:26:43.934826,Gate D,145
2025-08-30T08:26:44.935690,Gate A,167
2025-08-30T08:26:44.935690,Gate B,238
2025-08-30T08:26:44.935690,Gate C,168
2025-08-30T08:26:44.935690,Gate D,150
2025-08-30T08:26:45.936771,Gate A,167
2025-08-30T08:26:45.936771,Gate B,232
2025-08-30T08:26:45.936771,Gate C,179
2025-08-30T08:26:45.936771,Gate D,150
2025-08-30T08:26:46.938174,Gate A,159
2025-08-30T08:26:46.938174,Gate B,239
2025-08-30T08:26:46.938174,Gate C,189
2025-08-30T08:26:46.938174,Gate D,143
2025-08-30T08:26:47.938977,Gate A,169
2025-08-30T08:26:47.938977,Gate B,251
2025-08-30T08:26:47.938977,Gate C,213
2025-08-30T08:26:47.938977,Gate D,141
2025-08-30T08:26:48.954051,Gate A,162
2025-08-30T08:26:48.954051,Gate B,241
2025-08-30T08:26:48.954051,Gate C,207
2025-08-30T08:26:48.954051,Gate D,145
2025-08-30T08:26:49.955286,Gate A,159
2025-08-30T08:26:49.955286,Gate B,244
2025-08-30T08:26:49.955286,Gate C,199
2025-08-30T08:26:49.955286,Gate D,145
2025-08-30T08:26:50.956519,Gate A,165
2025-08-30T08:26:50.956519,Gate B,256
2025-08-30T08:26:50.956519,Gate C,209
2025-08-30T08:26:50.956519,Gate D,139
2025-08-30T08:26:51.957201,Gate A,173
2025-08-30T08:26:51.957201,Gate B,262
2025-08-30T08:26:51.957201,Gate C,221
2025-08-30T08:26:51.957201,Gate D,144
2025-08-30T08:26:52.958098,Gate A,175
2025-08-30T08:26:52.958098,Gate B,267
2025-08-30T08:26:52.958098,Gate C,232
2025-08-30T08:26:52.958098,Gate D,137
2025-08-30T08:26:53.959141,Gate A,168
2025-08-30T08:26:53.959141,Gate B,262
2025-08-30T08:26:53.959141,Gate C,234
2025-08-30T08:26:53.959141,Gate D,143
2025-08-30T08:26:54.960205,Gate A,166
2025-08-30T08:26:54.960205,Gate B,256
2025-08-30T08:26:54.960205,Gate C,233
2025-08-30T08:26:54.960205,Gate D,144
2025-08-30T08:26:55.961472,Gate A,159
2025-08-30T08:26:55.961472,Gate B,280
2025-08-30T08:26:55.961472,Gate C,225
2025-08-30T08:26:55.961472,Gate D,138
2025-08-30T08:26:56.961968,Gate A,162
2025-08-30T08:26:56.961968,Gate B,280
2025-08-30T08:26:56.961968,Gate C,230
2025-08-30T08:26:56.961968,Gate D,141
2025-08-30T08:26:57.963150,Gate A,167
2025-08-30T08:26:57.963150,Gate B,280
2025-08-30T08:26:57.963150,Gate C,220
2025-08-30T08:26:57.963150,Gate D,132
2025-08-30T08:26:58.964232,Gate A,171
2025-08-30T08:26:58.964232,Gate B,273
2025-08-30T08:26:58.964232,Gate C,211
2025-08-30T08:26:58.964232,Gate D,135
2025-08-30T08:26:59.965230,Gate A,177
2025-08-30T08:26:59.965230,Gate B,266
2025-08-30T08:26:59.965230,Gate C,210
2025-08-30T08:26:59.965230,Gate D,125
2025-08-30T08:27:00.966247,Gate A,187
2025-08-30T08:27:00.966247,Gate B,278
2025-08-30T08:27:00.966247,Gate C,217
2025-08-30T08:27:00.966247,Gate D,133
2025-08-30T08:27:01.967138,Gate A,196
2025-08-30T08:27:01.967138,Gate B,277
2025-08-30T08:27:01.967138,Gate C,209
2025-08-30T08:27:01.967138,Gate D,139
2025-08-30T08:27:02.967943,Gate A,189
2025-08-30T08:27:02.967943,Gate B,280
2025-08-30T08:27:02.967943,Gate C,202
2025-08-30T08:27:02.967943,Gate D,141
2025-08-30T08:27:03.969311,Gate A,196
2025-08-30T08:27:03.969311,Gate B,280
2025-08-30T08:27:03.969311,Gate C,213
2025-08-30T08:27:03.969311,Gate D,140
2025-08-30T08:27:04.970151,Gate A,200
2025-08-30T08:27:04.970151,Gate B,280
2025-08-30T08:27:04.970151,Gate C,225
2025-08-30T08:27:04.970151,Gate D,152
2025-08-30T08:27:05.971474,Gate A,200
2025-08-30T08:27:05.971474,Gate B,280
2025-08-30T08:27:05.971474,Gate C,222
2025-08-30T08:27:05.971474,Gate D,148
2025-08-30T08:27:06.972367,Gate A,207
2025-08-30T08:27:06.972367,Gate B,277
2025-08-30T08:27:06.972367,Gate C,215
2025-08-30T08:27:06.972367,Gate D,139
2025-08-30T08:27:07.973777,Gate A,209
2025-08-30T08:27:07.973777,Gate B,280
2025-08-30T08:27:07.973777,Gate C,227
2025-08-30T08:27:07.973777,Gate D,151
2025-08-30T08:27:08.975316,Gate A,215
2025-08-30T08:27:08.975316,Gate B,280
2025-08-30T08:27:08.975316,Gate C,227
2025-08-30T08:27:08.975316,Gate D,158
2025-08-30T08:27:09.976384,Gate A,223
2025-08-30T08:27:09.976384,Gate B,280
2025-08-30T08:27:09.976384,Gate C,236
2025-08-30T08:27:09.976384,Gate D,150
2025-08-30T08:27:10.976961,Gate A,231
2025-08-30T08:27:10.976961,Gate B,280
2025-08-30T08:27:10.976961,Gate C,237
2025-08-30T08:27:10.976961,Gate D,152
2025-08-30T08:27:11.978085,Gate A,236
2025-08-30T08:27:11.978085,Gate B,280
2025-08-30T08:27:11.978085,Gate C,243
2025-08-30T08:27:11.978085,Gate D,149
2025-08-30T08:27:12.979442,Gate A,240
2025-08-30T08:27:12.979442,Gate B,280
2025-08-30T08:27:12.979442,Gate C,233
2025-08-30T08:27:12.979442,Gate D,157
2025-08-30T08:27:13.980655,Gate A,252
2025-08-30T08:27:13.980655,Gate B,274
2025-08-30T08:27:13.980655,Gate C,229
2025-08-30T08:27:13.980655,Gate D,161
2025-08-30T08:27:14.981891,Gate A,262
2025-08-30T08:27:14.981891,Gate B,280
2025-08-30T08:27:14.981891,Gate C,234
2025-08-30T08:27:14.981891,Gate D,164
2025-08-30T08:27:15.982939,Gate A,267
2025-08-30T08:27:15.982939,Gate B,270
2025-08-30T08:27:15.982939,Gate C,238
2025-08-30T08:27:15.982939,Gate D,154
2025-08-30T08:27:16.983971,Gate A,269
2025-08-30T08:27:16.983971,Gate B,277
2025-08-30T08:27:16.983971,Gate C,238
2025-08-30T08:27:16.983971,Gate D,156
2025-08-30T08:27:17.985236,Gate A,274
2025-08-30T08:27:17.985236,Gate B,279
2025-08-30T08:27:17.985236,Gate C,247
2025-08-30T08:27:17.985236,Gate D,162
2025-08-30T08:27:18.986098,Gate A,286
2025-08-30T08:27:18.986098,Gate B,280
2025-08-30T08:27:18.986098,Gate C,244
2025-08-30T08:27:18.986098,Gate D,164
2025-08-30T08:27:19.987144,Gate A,284
2025-08-30T08:27:19.987144,Gate B,280
2025-08-30T08:27:19.987144,Gate C,260
2025-08-30T08:27:19.987144,Gate D,164
2025-08-30T08:27:20.987990,Gate A,279
2025-08-30T08:27:20.987990,Gate B,280
2025-08-30T08:27:20.987990,Gate C,258
2025-08-30T08:27:20.987990,Gate D,164
2025-08-30T08:27:21.989167,Gate A,269
2025-08-30T08:27:21.989167,Gate B,272
2025-08-30T08:27:21.989167,Gate C,260
2025-08-30T08:27:21.989167,Gate D,169
2025-08-30T08:27:22.989833,Gate A,265
2025-08-30T08:27:22.989833,Gate B,280
2025-08-30T08:27:22.989833,Gate C,252
2025-08-30T08:27:22.989833,Gate D,173
2025-08-30T08:27:23.990926,Gate A,269
2025-08-30T08:27:23.990926,Gate B,273
2025-08-30T08:27:23.990926,Gate C,259
2025-08-30T08:27:23.990926,Gate D,182
2025-08-30T08:27:24.991663,Gate A,279
2025-08-30T08:27:24.991663,Gate B,280
2025-08-30T08:27:24.991663,Gate C,260
2025-08-30T08:27:24.991663,Gate D,179
2025-08-30T08:27:26.052771,Gate A,272
2025-08-30T08:27:26.052771,Gate B,280
2025-08-30T08:27:26.052771,Gate C,252
2025-08-30T08:27:26.052771,Gate D,182
2025-08-30T08:27:27.060872,Gate A,273
2025-08-30T08:27:27.060872,Gate B,274
2025-08-30T08:27:27.060872,Gate C,254
2025-08-30T08:27:27.060872,Gate D,177
2025-08-30T08:27:28.061927,Gate A,267
2025-08-30T08:27:28.061927,Gate B,280
2025-08-30T08:27:28.061927,Gate C,248
2025-08-30T08:27:28.061927,Gate D,186
2025-08-30T08:27:29.062765,Gate A,278
2025-08-30T08:27:29.062765,Gate B,273
2025-08-30T08:27:29.062765,Gate C,249
2025-08-30T08:27:29.062765,Gate D,192
2025-08-30T08:27:30.154788,Gate A,288
2025-08-30T08:27:30.154788,Gate B,277
2025-08-30T08:27:30.154788,Gate C,249
2025-08-30T08:27:30.154788,Gate D,204
2025-08-30T08:27:31.156451,Gate A,292
2025-08-30T08:27:31.156451,Gate B,278
2025-08-30T08:27:31.156451,Gate C,250
2025-08-30T08:27:31.156451,Gate D,199
2025-08-30T08:27:32.157521,Gate A,300
2025-08-30T08:27:32.157521,Gate B,280
2025-08-30T08:27:32.157521,Gate C,260
2025-08-30T08:27:32.157521,Gate D,191
2025-08-30T08:27:33.159377,Gate A,300
2025-08-30T08:27:33.159377,Gate B,280
2025-08-30T08:27:33.159377,Gate C,260
2025-08-30T08:27:33.159377,Gate D,198
2025-08-30T08:27:34.161782,Gate A,300
2025-08-30T08:27:34.161782,Gate B,278
2025-08-30T08:27:34.161782,Gate C,252
2025-08-30T08:27:34.161782,Gate D,191
2025-08-30T08:27:35.162756,Gate A,300
2025-08-30T08:27:35.162756,Gate B,280
2025-08-30T08:27:35.162756,Gate C,260
2025-08-30T08:27:35.162756,Gate D,198
2025-08-30T08:27:36.163875,Gate A,290
2025-08-30T08:27:36.163875,Gate B,280
2025-08-30T08:27:36.163875,Gate C,252
2025-08-30T08:27:36.163875,Gate D,189
2025-08-30T08:27:37.165085,Gate A,285
2025-08-30T08:27:37.165085,Gate B,280
2025-08-30T08:27:37.165085,Gate C,250
2025-08-30T08:27:37.165085,Gate D,198
2025-08-30T08:27:38.166183,Gate A,296
2025-08-30T08:27:38.166183,Gate B,280
2025-08-30T08:27:38.166183,Gate C,243
2025-08-30T08:27:38.166183,Gate D,202
2025-08-30T08:27:39.167485,Gate A,300
2025-08-30T08:27:39.167485,Gate B,280
2025-08-30T08:27:39.167485,Gate C,243
2025-08-30T08:27:39.167485,Gate D,205
2025-08-30T08:27:40.169194,Gate A,300
2025-08-30T08:27:40.169194,Gate B,280
2025-08-30T08:27:40.169194,Gate C,233
2025-08-30T08:27:40.169194,Gate D,211
2025-08-30T08:27:41.373817,Gate A,298
2025-08-30T08:27:41.373817,Gate B,280
2025-08-30T08:27:41.373817,Gate C,241
2025-08-30T08:27:41.373817,Gate D,210
2025-08-30T08:27:42.375419,Gate A,300
2025-08-30T08:27:42.375419,Gate B,280
2025-08-30T08:27:42.375419,Gate C,237
2025-08-30T08:27:42.375419,Gate D,200
2025-08-30T08:27:43.378139,Gate A,294
2025-08-30T08:27:43.378139,Gate B,280
2025-08-30T08:27:43.378139,Gate C,246
2025-08-30T08:27:43.378139,Gate D,194
2025-08-30T08:27:44.380256,Gate A,292
2025-08-30T08:27:44.380256,Gate B,280
2025-08-30T08:27:44.380256,Gate C,257
2025-08-30T08:27:44.380256,Gate D,186
2025-08-30T08:27:45.381222,Gate A,296
2025-08-30T08:27:45.381222,Gate B,280
2025-08-30T08:27:45.381222,Gate C,255
2025-08-30T08:27:45.381222,Gate D,195
2025-08-30T08:27:46.382451,Gate A,300
2025-08-30T08:27:46.382451,Gate B,277
2025-08-30T08:27:46.382451,Gate C,260
2025-08-30T08:27:46.382451,Gate D,192
2025-08-30T08:27:47.385910,Gate A,300
2025-08-30T08:27:47.385910,Gate B,267
2025-08-30T08:27:47.385910,Gate C,260
2025-08-30T08:27:47.385910,Gate D,183
2025-08-30T08:27:48.388402,Gate A,292
2025-08-30T08:27:48.388402,Gate B,260
2025-08-30T08:27:48.388402,Gate C,259
2025-08-30T08:27:48.388402,Gate D,175
2025-08-30T08:27:49.389459,Gate A,300
2025-08-30T08:27:49.389459,Gate B,255
2025-08-30T08:27:49.389459,Gate C,249
2025-08-30T08:27:49.389459,Gate D,169
2025-08-30T08:27:50.390307,Gate A,294
2025-08-30T08:27:50.390307,Gate B,264
2025-08-30T08:27:50.390307,Gate C,241
2025-08-30T08:27:50.390307,Gate D,178
2025-08-30T08:27:51.391708,Gate A,293
2025-08-30T08:27:51.391708,Gate B,264
2025-08-30T08:27:51.391708,Gate C,251
2025-08-30T08:27:51.391708,Gate D,175
2025-08-30T08:27:52.394100,Gate A,293
2025-08-30T08:27:52.394100,Gate B,270
2025-08-30T08:27:52.394100,Gate C,251
2025-08-30T08:27:52.394100,Gate D,175
2025-08-30T08:27:53.395113,Gate A,292
2025-08-30T08:27:53.395113,Gate B,267
2025-08-30T08:27:53.395113,Gate C,247
2025-08-30T08:27:53.395113,Gate D,184
2025-08-30T08:27:54.396349,Gate A,300
2025-08-30T08:27:54.396349,Gate B,276
2025-08-30T08:27:54.396349,Gate C,253
2025-08-30T08:27:54.396349,Gate D,177
2025-08-30T08:27:55.580511,Gate A,297
2025-08-30T08:27:55.580511,Gate B,269
2025-08-30T08:27:55.580511,Gate C,249
2025-08-30T08:27:55.580511,Gate D,184
2025-08-30T08:27:56.999235,Gate A,295
2025-08-30T08:27:56.999235,Gate B,277
2025-08-30T08:27:56.999235,Gate C,249
2025-08-30T08:27:56.999235,Gate D,175
2025-08-30T08:27:58.001604,Gate A,296
2025-08-30T08:27:58.001604,Gate B,279
2025-08-30T08:27:58.001604,Gate C,246
2025-08-30T08:27:58.001604,Gate D,174
2025-08-30T08:27:59.005060,Gate A,300
2025-08-30T08:27:59.005060,Gate B,274
2025-08-30T08:27:59.005060,Gate C,250
